hour_of_year,timestamp,wind_speed_100m_m_s,solar_radiation_w_m2,solar_radiation_kw_m2,source
1869,2023-03-19 20:00:00,8.3,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1870,2023-03-19 21:00:00,7.5,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1871,2023-03-19 22:00:00,7.5,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1872,2023-03-19 23:00:00,6.51,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1873,2023-03-20 00:00:00,7.31,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1874,2023-03-20 01:00:00,6.81,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1875,2023-03-20 02:00:00,5.43,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1876,2023-03-20 03:00:00,5.32,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1877,2023-03-20 04:00:00,6.13,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1878,2023-03-20 05:00:00,8.0,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1879,2023-03-20 06:00:00,8.91,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1880,2023-03-20 07:00:00,9.01,4.0,0.004,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1881,2023-03-20 08:00:00,8.53,117.0,0.117,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1882,2023-03-20 09:00:00,8.47,347.0,0.347,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1883,2023-03-20 10:00:00,8.61,581.0,0.581,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1884,2023-03-20 11:00:00,7.91,769.0,0.769,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1885,2023-03-20 12:00:00,7.87,904.0,0.904,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1886,2023-03-20 13:00:00,8.13,958.0,0.958,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1887,2023-03-20 14:00:00,8.1,937.0,0.937,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1888,2023-03-20 15:00:00,8.08,835.0,0.835,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1889,2023-03-20 16:00:00,8.1,666.0,0.666,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1890,2023-03-20 17:00:00,8.16,446.0,0.446,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1891,2023-03-20 18:00:00,8.45,208.0,0.208,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1892,2023-03-20 19:00:00,9.24,29.0,0.029,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1893,2023-03-20 20:00:00,9.47,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1894,2023-03-20 21:00:00,9.58,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1895,2023-03-20 22:00:00,9.88,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1896,2023-03-20 23:00:00,9.22,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1897,2023-03-21 00:00:00,8.37,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1898,2023-03-21 01:00:00,8.1,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1899,2023-03-21 02:00:00,7.84,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1900,2023-03-21 03:00:00,7.34,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1901,2023-03-21 04:00:00,7.53,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1902,2023-03-21 05:00:00,7.73,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1903,2023-03-21 06:00:00,8.46,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1904,2023-03-21 07:00:00,9.27,5.0,0.005,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1905,2023-03-21 08:00:00,9.11,126.0,0.126,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1906,2023-03-21 09:00:00,8.81,354.0,0.354,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1907,2023-03-21 10:00:00,8.34,572.0,0.572,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1908,2023-03-21 11:00:00,8.08,776.0,0.776,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1909,2023-03-21 12:00:00,8.32,902.0,0.902,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1910,2023-03-21 13:00:00,8.13,961.0,0.961,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1911,2023-03-21 14:00:00,7.41,940.0,0.94,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1912,2023-03-21 15:00:00,7.58,835.0,0.835,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1913,2023-03-21 16:00:00,7.72,670.0,0.67,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1914,2023-03-21 17:00:00,7.74,449.0,0.449,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1915,2023-03-21 18:00:00,7.91,207.0,0.207,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1916,2023-03-21 19:00:00,8.21,29.0,0.029,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1917,2023-03-21 20:00:00,8.55,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1918,2023-03-21 21:00:00,8.3,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1919,2023-03-21 22:00:00,8.61,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1920,2023-03-21 23:00:00,7.58,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1921,2023-03-22 00:00:00,6.76,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1922,2023-03-22 01:00:00,6.51,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1923,2023-03-22 02:00:00,6.0,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1924,2023-03-22 03:00:00,5.61,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1925,2023-03-22 04:00:00,5.72,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1926,2023-03-22 05:00:00,6.21,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1927,2023-03-22 06:00:00,6.61,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1928,2023-03-22 07:00:00,6.6,5.0,0.005,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1929,2023-03-22 08:00:00,6.3,113.0,0.113,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1930,2023-03-22 09:00:00,6.03,325.0,0.325,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1931,2023-03-22 10:00:00,5.53,545.0,0.545,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1932,2023-03-22 11:00:00,5.28,779.0,0.779,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1933,2023-03-22 12:00:00,5.19,887.0,0.887,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1934,2023-03-22 13:00:00,5.64,960.0,0.96,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1935,2023-03-22 14:00:00,5.66,936.0,0.936,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1936,2023-03-22 15:00:00,5.83,833.0,0.833,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1937,2023-03-22 16:00:00,6.31,664.0,0.664,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1938,2023-03-22 17:00:00,6.23,441.0,0.441,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1939,2023-03-22 18:00:00,5.63,209.0,0.209,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1940,2023-03-22 19:00:00,6.15,29.0,0.029,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1941,2023-03-22 20:00:00,6.0,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1942,2023-03-22 21:00:00,5.7,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1943,2023-03-22 22:00:00,5.8,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1944,2023-03-22 23:00:00,5.22,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1945,2023-03-23 00:00:00,4.91,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1946,2023-03-23 01:00:00,4.9,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1947,2023-03-23 02:00:00,4.8,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1948,2023-03-23 03:00:00,4.92,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1949,2023-03-23 04:00:00,5.0,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1950,2023-03-23 05:00:00,5.3,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1951,2023-03-23 06:00:00,5.5,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1952,2023-03-23 07:00:00,5.5,6.0,0.006,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1953,2023-03-23 08:00:00,5.3,131.0,0.131,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1954,2023-03-23 09:00:00,5.43,365.0,0.365,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1955,2023-03-23 10:00:00,5.61,605.0,0.605,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1956,2023-03-23 11:00:00,5.1,800.0,0.8,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1957,2023-03-23 12:00:00,4.65,905.0,0.905,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1958,2023-03-23 13:00:00,4.19,973.0,0.973,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1959,2023-03-23 14:00:00,4.58,938.0,0.938,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1960,2023-03-23 15:00:00,5.41,843.0,0.843,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1961,2023-03-23 16:00:00,5.59,671.0,0.671,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1962,2023-03-23 17:00:00,5.6,454.0,0.454,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1963,2023-03-23 18:00:00,6.0,215.0,0.215,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1964,2023-03-23 19:00:00,6.63,31.0,0.031,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1965,2023-03-23 20:00:00,7.11,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1966,2023-03-23 21:00:00,7.12,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1967,2023-03-23 22:00:00,6.85,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1968,2023-03-23 23:00:00,6.3,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1969,2023-03-24 00:00:00,5.39,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1970,2023-03-24 01:00:00,5.08,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1971,2023-03-24 02:00:00,4.51,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1972,2023-03-24 03:00:00,4.1,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1973,2023-03-24 04:00:00,4.04,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1974,2023-03-24 05:00:00,4.34,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1975,2023-03-24 06:00:00,4.55,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1976,2023-03-24 07:00:00,5.02,6.0,0.006,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1977,2023-03-24 08:00:00,4.7,125.0,0.125,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1978,2023-03-24 09:00:00,4.34,354.0,0.354,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1979,2023-03-24 10:00:00,4.4,606.0,0.606,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1980,2023-03-24 11:00:00,5.33,790.0,0.79,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1981,2023-03-24 12:00:00,5.06,939.0,0.939,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1982,2023-03-24 13:00:00,2.94,960.0,0.96,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1983,2023-03-24 14:00:00,1.02,885.0,0.885,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1984,2023-03-24 15:00:00,1.4,720.0,0.72,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1985,2023-03-24 16:00:00,0.99,550.0,0.55,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1986,2023-03-24 17:00:00,1.86,421.0,0.421,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1987,2023-03-24 18:00:00,4.68,204.0,0.204,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1988,2023-03-24 19:00:00,6.76,27.0,0.027,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1989,2023-03-24 20:00:00,5.93,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1990,2023-03-24 21:00:00,5.74,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1991,2023-03-24 22:00:00,5.94,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1992,2023-03-24 23:00:00,4.81,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1993,2023-03-25 00:00:00,4.55,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1994,2023-03-25 01:00:00,4.0,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1995,2023-03-25 02:00:00,3.45,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
1996,2023-03-25 03:00:00,3.42,0.0,0.0,"Open-Meteo Historical Weather API, wind_speed_100m and shortwave_radiation, Praia/Santiago coordinates"
